,종목코드,종목명,현재가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,시가총액비중(%),상장주식수
,000020,동화약품,"12,550","550","4.6","11,950","12,550","11,800","309,843","3,804,275,350","350,539,948,500","0.02","27,931,470"
,000030,우리은행,"13,800","0","0.0","13,700","13,850","13,600","1,352,415","18,602,505,250","9,328,800,000,000","0.49","676,000,000"
,000040,KR모터스,"607","-16","-2.6","619","622","607","753,952","462,201,550","72,694,117,869","0.00","119,759,667"
,000050,경방,"14,300","100","0.7","14,100","14,300","13,950","19,546","275,233,550","392,038,361,000","0.02","27,415,270"
,000060,메리츠화재,"20,600","-200","-1.0","20,750","20,750","20,350","43,256","888,268,000","2,272,962,800,000","0.12","110,338,000"
,000070,삼양홀딩스,"94,400","-1,200","-1.3","95,000","95,100","93,900","19,023","1,795,595,900","808,467,182,400","0.04","8,564,271"
,000075,삼양홀딩스우,"51,700","600","1.2","51,100","51,900","50,600","154","7,861,300","15,719,798,600","0.00","304,058"
,000080,하이트진로,"21,800","-550","-2.5","22,250","22,350","21,700","172,314","3,776,406,300","1,528,912,719,800","0.08","70,133,611"
,000087,하이트진로2우B,"17,250","-50","-0.3","17,200","17,450","17,200","839","14,448,150","19,494,880,500","0.00","1,130,138"
,000100,유한양행,"254,500","20,000","8.5","240,000","258,000","238,500","316,194","78,991,273,500","3,107,280,593,000","0.16","12,209,354"
,000105,유한양행우,"207,000","12,500","6.4","195,000","207,500","195,000","232","47,217,500","48,890,916,000","0.00","236,188"
,000120,CJ대한통운,"139,000","2,500","1.8","136,500","139,500","135,000","42,339","5,814,500,500","3,170,915,816,000","0.17","22,812,344"
,000140,하이트진로홀딩스,"9,820","-120","-1.2","9,900","9,940","9,790","4,552","44,755,670","227,890,432,300","0.01","23,206,765"
,000145,하이트진로홀딩스우,"8,980","-60","-0.7","9,010","9,010","8,980","39","350,340","4,227,873,800","0.00","470,810"
,000150,두산,"100,000","-2,500","-2.4","101,500","102,000","99,700","47,443","4,753,115,700","1,919,800,300,000","0.10","19,198,003"
,000155,두산우,"71,200","-300","-0.4","71,400","71,900","70,700","2,165","154,708,700","314,068,468,800","0.02","4,411,074"
,000157,두산2우B,"70,900","100","0.1","70,800","71,400","70,800","33","2,343,500","69,885,066,500","0.00","985,685"
,000180,성창기업지주,"2,765","-25","-0.9","2,750","2,785","2,745","86,252","237,745,715","192,863,174,000","0.01","69,751,600"
,000210,대림산업,"77,300","2,800","3.8","76,700","78,400","76,600","576,520","44,766,533,500","2,690,040,000,000","0.14","34,800,000"
,000215,대림산업우,"31,100","1,050","3.5","30,250","31,450","30,250","21,622","672,227,100","118,180,000,000","0.01","3,800,000"
,000220,유유제약,"18,850","750","4.1","17,950","18,850","17,800","506,907","9,396,644,450","120,047,864,950","0.01","6,368,587"
,000225,유유제약1우,"8,430","100","1.2","8,260","8,590","8,220","25,430","214,726,930","9,555,109,950","0.00","1,133,465"
,000227,유유제약2우B,"19,800","0","0.0","19,800","19,900","19,550","1,702","33,702,400","3,248,784,000","0.00","164,080"
,000230,일동홀딩스,"14,850","150","1.0","14,700","14,950","14,550","11,244","165,782,550","155,780,895,600","0.01","10,490,296"
,000240,한국타이어월드와이드,"18,350","-100","-0.5","18,200","18,400","18,150","30,493","557,281,850","1,706,920,174,550","0.09","93,020,173"
,000250,삼천당제약,"51,400","1,900","3.8","50,500","52,700","48,900","1,560,519","78,681,657,050","1,136,238,788,200","0.06","22,105,813"
,000270,기아차,"31,700","-350","-1.1","31,650","31,800","31,400","961,594","30,350,257,150","12,850,018,099,900","0.67","405,363,347"
,000300,대유플러스,"736","-27","-3.5","763","764","736","567,966","423,070,447","64,856,707,136","0.00","88,120,526"
,000320,노루홀딩스,"14,950","-50","-0.3","15,000","15,000","14,850","4,038","60,372,350","198,702,707,450","0.01","13,291,151"
,000325,노루홀딩스우,"16,600","-150","-0.9","16,500","16,750","16,500","66","1,093,100","3,075,150,000","0.00","185,250"
,000370,한화손해보험,"7,590","-140","-1.8","7,670","7,670","7,550","194,830","1,478,040,100","886,048,364,850","0.05","116,738,915"
,000390,삼화페인트,"6,600","-110","-1.6","6,740","6,740","6,500","80,811","531,360,590","174,495,756,600","0.01","26,438,751"
,000400,롯데손해보험,"2,995","0","0.0","2,965","3,000","2,965","408,194","1,216,156,485","402,168,600,000","0.02","134,280,000"
,000430,대원강업,"4,360","-105","-2.4","4,465","4,465","4,280","75,339","326,666,825","270,320,000,000","0.01","62,000,000"
,000440,중앙에너비스,"29,450","100","0.3","28,950","30,000","28,950","1,340","39,653,400","36,677,795,700","0.00","1,245,426"
,000480,조선내화,"84,800","200","0.2","83,900","84,800","83,900","15","1,267,000","339,200,000,000","0.02","4,000,000"
,000490,대동공업,"7,120","-80","-1.1","7,560","7,860","7,070","506,704","3,755,533,630","168,944,855,200","0.01","23,728,210"
,000500,가온전선,"23,050","-300","-1.3","23,500","23,650","23,000","2,099","48,556,350","95,895,998,350","0.01","4,160,347"
,000520,삼일제약,"50,000","11,500","29.9","39,000","50,000","38,600","1,604,701","73,493,828,050","275,000,000,000","0.01","5,500,000"
,000540,흥국화재,"6,010","210","3.6","5,840","6,030","5,710","104,147","616,232,800","386,098,296,450","0.02","64,242,645"
,000545,흥국화재우,"5,410","40","0.7","5,260","5,440","5,260","979","5,239,920","4,154,880,000","0.00","768,000"
,000547,흥국화재2우B,"24,750","150","0.6","25,200","25,200","24,500","261","6,455,400","3,801,600,000","0.00","153,600"
,000590,CS홀딩스,"76,600","-300","-0.4","76,200","76,900","76,000","254","19,403,000","88,433,321,200","0.00","1,154,482"
,000640,동아쏘시오홀딩스,"134,500","3,000","2.3","130,500","135,000","130,500","7,384","983,268,000","825,600,543,000","0.04","6,138,294"
,000650,천일고속,"86,900","-600","-0.7","87,700","88,300","86,900","830","72,538,500","124,199,218,000","0.01","1,429,220"
,000660,SK하이닉스,"80,600","300","0.4","80,000","81,200","79,300","3,231,256","259,648,599,800","58,676,990,619,000","3.06","728,002,365"
,000670,영풍,"885,000","-9,000","-1.0","894,000","899,000","882,000","1,902","1,687,876,000","1,630,205,400,000","0.09","1,842,040"
,000680,LS네트웍스,"3,125","-5","-0.2","3,170","3,170","3,095","2,874","8,992,510","246,259,425,000","0.01","78,803,016"
,000700,유수홀딩스,"7,580","70","0.9","7,510","7,690","7,420","88,311","669,367,580","197,396,934,960","0.01","26,041,812"
,000720,현대건설,"44,650","1,200","2.8","44,500","45,150","44,050","1,378,296","61,616,547,150","4,972,034,907,250","0.26","111,355,765"
