,종목코드,종목명,현재가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,시가총액비중(%),상장주식수
,000020,동화약품,"11,000","100","0.9","10,850","11,100","10,650","61,908","672,386,900","307,246,170,000","0.02","27,931,470"
,000030,우리은행,"16,500","150","0.9","16,350","16,650","16,150","1,518,845","24,948,220,150","11,154,000,000,000","0.60","676,000,000"
,000040,KR모터스,"642","-29","-4.3","658","670","631","539,461","346,248,441","76,885,706,214","0.00","119,759,667"
,000050,경방,"13,900","100","0.7","13,700","14,000","13,700","21,783","301,395,250","381,072,253,000","0.02","27,415,270"
,000060,메리츠화재,"19,400","-150","-0.8","19,500","19,500","19,400","99,673","1,937,411,400","2,140,557,200,000","0.12","110,338,000"
,000070,삼양홀딩스,"111,500","500","0.4","111,000","113,500","107,000","22,893","2,527,895,000","954,916,216,500","0.05","8,564,271"
,000075,삼양홀딩스우,"53,600","-400","-0.7","53,700","53,700","53,000","68","3,617,600","16,297,508,800","0.00","304,058"
,000080,하이트진로,"19,800","-250","-1.2","19,950","20,000","19,600","176,120","3,488,871,600","1,388,645,497,800","0.08","70,133,611"
,000087,하이트진로2우B,"16,900","-50","-0.3","16,900","16,900","16,650","3,662","61,298,100","19,099,332,200","0.00","1,130,138"
,000100,유한양행,"220,000","500","0.2","218,000","220,000","217,000","18,196","3,977,150,000","2,686,057,880,000","0.15","12,209,354"
,000105,유한양행우,"204,500","-2,500","-1.2","0","0","0","0","0","48,300,446,000","0.00","236,188"
,000120,CJ대한통운,"160,000","-4,500","-2.7","161,000","163,000","159,500","592,452","94,760,995,000","3,649,975,040,000","0.20","22,812,344"
,000140,하이트진로홀딩스,"8,700","-190","-2.1","8,890","8,890","8,590","42,106","365,258,690","201,898,855,500","0.01","23,206,765"
,000145,하이트진로홀딩스우,"8,680","-170","-1.9","8,850","8,850","8,680","1,639","14,265,040","4,086,630,800","0.00","470,810"
,000150,두산,"104,000","1,500","1.5","102,500","106,000","102,500","57,101","5,985,484,500","1,996,592,312,000","0.11","19,198,003"
,000155,두산우,"76,900","0","0.0","76,800","77,200","75,700","1,557","119,550,600","339,211,590,600","0.02","4,411,074"
,000157,두산2우B,"76,300","0","0.0","76,300","76,300","75,300","646","49,180,200","75,207,765,500","0.00","985,685"
,000180,성창기업지주,"2,970","-105","-3.4","3,050","3,070","2,970","344,912","1,038,609,465","207,162,252,000","0.01","69,751,600"
,000210,대림산업,"80,700","-300","-0.4","81,000","82,800","80,400","284,068","23,053,064,800","2,808,360,000,000","0.15","34,800,000"
,000215,대림산업우,"33,350","50","0.2","33,300","33,600","32,300","5,774","189,511,800","126,730,000,000","0.01","3,800,000"
