,종목코드,종목명,현재가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,시가총액비중(%),상장주식수
,000020,동화약품,"12,550","-350","-2.7","13,000","13,000","12,550","177,401","2,244,304,150","350,539,948,500","0.02","27,931,470"
,000030,우리은행,"14,950","0","0.0","15,200","15,350","14,850","2,052,430","30,836,609,100","10,106,200,000,000","0.52","676,000,000"
,000040,KR모터스,"623","10","1.6","615","624","607","669,412","413,328,869","74,610,272,541","0.00","119,759,667"
,000050,경방,"14,150","-100","-0.7","14,250","14,350","14,050","22,718","321,292,850","387,926,070,500","0.02","27,415,270"
,000060,메리츠화재,"20,150","-250","-1.2","20,250","20,350","20,050","128,069","2,582,835,250","2,223,310,700,000","0.11","110,338,000"
,000070,삼양홀딩스,"97,700","2,900","3.1","95,100","98,000","94,500","22,932","2,211,649,900","836,729,276,700","0.04","8,564,271"
,000075,삼양홀딩스우,"51,000","-800","-1.5","51,800","52,300","51,000","400","20,514,100","15,506,958,000","0.00","304,058"
,000080,하이트진로,"20,800","100","0.5","20,750","20,900","20,700","223,629","4,648,855,950","1,458,779,108,800","0.08","70,133,611"
,000087,하이트진로2우B,"17,100","50","0.3","17,200","17,200","17,100","68","1,165,100","19,325,359,800","0.00","1,130,138"
,000100,유한양행,"252,000","4,500","1.8","252,500","260,500","249,000","100,605","25,611,719,000","3,076,757,208,000","0.16","12,209,354"
,000105,유한양행우,"210,500","2,500","1.2","214,000","215,500","210,500","109","23,205,000","49,717,574,000","0.00","236,188"
,000120,CJ대한통운,"146,500","1,500","1.0","144,500","148,000","144,000","120,082","17,561,397,500","3,342,008,396,000","0.17","22,812,344"
,000140,하이트진로홀딩스,"9,630","90","0.9","9,550","9,630","9,520","8,796","84,109,430","223,481,146,950","0.01","23,206,765"
,000145,하이트진로홀딩스우,"8,830","-10","-0.1","8,840","8,840","8,780","253","2,228,000","4,157,252,300","0.00","470,810"
,000150,두산,"107,500","1,500","1.4","105,500","109,000","104,500","36,475","3,916,300,000","2,063,785,322,500","0.11","19,198,003"
,000155,두산우,"71,700","100","0.1","71,500","72,000","71,500","1,769","126,877,800","316,274,005,800","0.02","4,411,074"
,000157,두산2우B,"71,700","300","0.4","71,400","71,800","71,400","41","2,939,500","70,673,614,500","0.00","985,685"
,000180,성창기업지주,"2,740","10","0.4","2,755","2,755","2,730","83,885","229,596,250","191,119,384,000","0.01","69,751,600"
