,종목코드,종목명,현재가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,시가총액비중(%),상장주식수
,000020,동화약품,"11,300","50","0.4","11,200","11,450","11,050","123,985","1,391,839,800","315,625,611,000","0.02","27,931,470"
,000030,우리은행,"15,650","250","1.6","15,400","15,700","15,250","1,009,355","15,712,337,430","10,579,400,000,000","0.55","676,000,000"
,000040,KR모터스,"724","7","1.0","710","730","680","1,190,075","837,910,124","86,705,998,908","0.00","119,759,667"
,000050,경방,"14,150","-50","-0.4","14,000","14,550","13,800","71,746","1,014,444,900","387,926,070,500","0.02","27,415,270"
,000060,메리츠화재,"20,200","-150","-0.7","20,300","20,300","20,050","113,737","2,295,148,800","2,228,827,600,000","0.12","110,338,000"
,000070,삼양홀딩스,"120,500","4,000","3.4","116,500","121,000","111,500","68,831","8,023,795,500","1,031,994,655,500","0.05","8,564,271"
,000075,삼양홀딩스우,"56,300","0","0.0","56,000","56,500","54,300","945","51,996,500","17,118,465,400","0.00","304,058"
,000080,하이트진로,"21,100","-450","-2.1","21,400","21,500","20,900","293,173","6,178,724,000","1,479,819,192,100","0.08","70,133,611"
,000087,하이트진로2우B,"16,950","-450","-2.6","17,400","17,400","16,700","15,729","265,863,050","19,155,839,100","0.00","1,130,138"
,000100,유한양행,"238,000","2,500","1.1","235,500","238,500","232,500","46,845","11,072,138,500","2,905,826,252,000","0.15","12,209,354"
,000105,유한양행우,"206,000","0","0.0","206,000","206,000","206,000","1","206,000","48,654,728,000","0.00","236,188"
,000120,CJ대한통운,"164,500","-7,000","-4.1","168,000","170,000","160,500","123,020","20,257,138,000","3,752,630,588,000","0.19","22,812,344"
,000140,하이트진로홀딩스,"9,410","-60","-0.6","9,420","9,490","9,340","11,189","105,126,280","218,375,658,650","0.01","23,206,765"
,000145,하이트진로홀딩스우,"8,730","-230","-2.6","8,800","8,900","8,730","1,486","13,016,580","4,110,171,300","0.00","470,810"
,000150,두산,"118,000","-2,000","-1.7","118,000","120,000","117,000","39,283","4,651,407,000","2,265,364,354,000","0.12","19,198,003"
,000155,두산우,"77,900","-100","-0.1","77,600","78,500","77,000","2,777","215,267,000","343,622,664,600","0.02","4,411,074"
,000157,두산2우B,"79,000","1,000","1.3","79,700","79,800","76,700","270","21,078,800","77,869,115,000","0.00","985,685"
,000180,성창기업지주,"2,915","-385","-11.7","3,100","3,200","2,915","1,741,253","5,276,285,515","203,325,914,000","0.01","69,751,600"
,000210,대림산업,"83,000","-4,500","-5.1","84,600","85,600","83,000","356,063","29,969,042,700","2,888,400,000,000","0.15","34,800,000"
,000215,대림산업우,"34,350","-1,400","-3.9","34,900","35,300","33,650","18,305","627,073,000","130,530,000,000","0.01","3,800,000"
