,종목코드,종목명,현재가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,시가총액비중(%),상장주식수
,000020,동화약품,"11,800","-200","-1.7","12,000","12,050","11,750","71,864","852,399,650","329,591,346,000","0.02","27,931,470"
,000030,우리은행,"16,100","-400","-2.4","16,350","16,400","15,900","2,451,378","39,359,226,600","10,883,600,000,000","0.57","676,000,000"
,000040,KR모터스,"747","0","0.0","747","750","733","426,734","317,717,628","89,460,471,249","0.00","119,759,667"
,000050,경방,"14,500","650","4.7","13,900","14,500","13,900","91,025","1,294,614,500","397,521,415,000","0.02","27,415,270"
,000060,메리츠화재,"20,150","-800","-3.8","20,950","20,950","20,150","233,158","4,734,453,700","2,223,310,700,000","0.12","110,338,000"
,000070,삼양홀딩스,"121,000","3,000","2.5","118,500","121,500","117,500","22,417","2,684,618,500","1,036,276,791,000","0.05","8,564,271"
,000075,삼양홀딩스우,"55,300","600","1.1","55,500","55,500","54,100","35","1,919,400","16,814,407,400","0.00","304,058"
,000080,하이트진로,"20,600","-50","-0.2","20,750","20,850","20,500","236,415","4,867,845,250","1,444,752,386,600","0.08","70,133,611"
,000087,하이트진로2우B,"17,600","150","0.9","17,550","17,600","17,450","1,792","31,453,200","19,890,428,800","0.00","1,130,138"
,000100,유한양행,"227,000","-1,000","-0.4","228,000","231,000","226,500","33,965","7,737,197,000","2,771,523,358,000","0.15","12,209,354"
,000105,유한양행우,"213,000","4,000","1.9","209,000","220,000","209,000","45","9,615,000","50,308,044,000","0.00","236,188"
,000120,CJ대한통운,"152,000","-4,500","-2.9","156,000","156,000","150,500","95,614","14,547,653,000","3,467,476,288,000","0.18","22,812,344"
,000140,하이트진로홀딩스,"9,420","-10","-0.1","9,430","9,490","9,320","7,202","67,807,570","218,607,726,300","0.01","23,206,765"
,000145,하이트진로홀딩스우,"9,160","40","0.4","9,010","9,160","8,910","554","4,965,140","4,312,619,600","0.00","470,810"
,000150,두산,"108,000","2,500","2.4","106,000","110,500","106,000","158,926","17,169,719,500","2,073,384,324,000","0.11","19,198,003"
,000155,두산우,"77,900","100","0.1","78,000","78,200","77,600","1,688","131,548,300","343,622,664,600","0.02","4,411,074"
,000157,두산2우B,"77,800","300","0.4","79,400","79,400","76,900","30","2,341,600","76,686,293,000","0.00","985,685"
,000180,성창기업지주,"3,190","175","5.8","3,010","3,225","3,010","901,885","2,836,083,420","222,507,604,000","0.01","69,751,600"
,000210,대림산업,"80,700","600","0.8","81,500","82,600","80,300","214,945","17,429,910,200","2,808,360,000,000","0.15","34,800,000"
,000215,대림산업우,"33,000","-450","-1.4","33,800","33,800","32,900","8,945","296,549,850","125,400,000,000","0.01","3,800,000"
,000220,유유제약,"15,850","300","1.9","15,700","16,350","15,500","171,185","2,710,847,300","100,942,103,950","0.01","6,368,587"
,000225,유유제약1우,"10,750","900","9.1","10,100","12,650","9,870","668,346","7,541,111,090","12,184,748,750","0.00","1,133,465"
,000227,유유제약2우B,"21,700","600","2.8","21,350","22,750","21,350","6,270","136,893,800","3,560,536,000","0.00","164,080"
,000230,일동홀딩스,"14,750","-50","-0.3","14,850","14,850","14,650","7,311","107,442,050","154,731,866,000","0.01","10,490,296"
,000240,한국타이어월드와이드,"17,950","0","0.0","17,950","18,350","17,800","52,112","942,472,100","1,669,712,105,350","0.09","93,020,173"
,000250,삼천당제약,"43,450","250","0.6","43,400","43,650","42,150","220,110","9,439,678,850","960,497,574,850","0.05","22,105,813"
,000270,기아차,"32,200","-50","-0.2","32,650","32,650","32,100","973,900","31,425,568,200","13,052,699,773,400","0.69","405,363,347"
,000300,대유플러스,"1,165","0","0.0","1,165","1,195","1,160","314,941","367,649,360","102,660,412,790","0.01","88,120,526"
,000320,노루홀딩스,"14,500","0","0.0","14,500","14,500","14,300","9,244","133,332,800","192,721,689,500","0.01","13,291,151"
,000325,노루홀딩스우,"19,200","-50","-0.3","18,650","19,200","18,650","424","8,031,750","3,556,800,000","0.00","185,250"
,000370,한화손해보험,"6,890","-40","-0.6","6,950","7,020","6,870","134,103","926,372,590","804,331,124,350","0.04","116,738,915"
,000390,삼화페인트,"8,570","-220","-2.5","8,850","8,880","8,200","636,994","5,410,129,630","226,580,096,070","0.01","26,438,751"
,000400,롯데손해보험,"3,000","0","0.0","3,000","3,055","2,995","266,760","806,186,625","402,840,000,000","0.02","134,280,000"
