,종목코드,종목명,현재가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,시가총액비중(%),상장주식수
,000020,동화약품,"12,000","-300","-2.4","12,250","12,350","11,950","246,931","2,983,563,850","335,177,640,000","0.02","27,931,470"
,000030,우리은행,"13,800","-100","-0.7","13,950","13,950","13,750","1,715,681","23,756,941,100","9,328,800,000,000","0.49","676,000,000"
,000040,KR모터스,"623","7","1.1","615","655","607","2,135,708","1,344,162,979","74,610,272,541","0.00","119,759,667"
,000050,경방,"14,200","-100","-0.7","14,300","14,300","14,100","18,778","266,211,250","389,296,834,000","0.02","27,415,270"
,000060,메리츠화재,"20,800","250","1.2","20,550","20,800","20,400","61,769","1,273,951,700","2,295,030,400,000","0.12","110,338,000"
,000070,삼양홀딩스,"95,600","-1,100","-1.1","96,800","97,200","94,900","16,695","1,593,713,400","818,744,307,600","0.04","8,564,271"
,000075,삼양홀딩스우,"51,100","100","0.2","51,000","51,100","50,600","241","12,228,000","15,537,363,800","0.00","304,058"
,000080,하이트진로,"22,350","50","0.2","22,300","22,450","22,100","149,046","3,320,080,000","1,567,486,205,850","0.08","70,133,611"
,000087,하이트진로2우B,"17,300","-150","-0.9","17,600","17,600","17,250","322","5,572,700","19,551,387,400","0.00","1,130,138"
,000100,유한양행,"234,500","2,000","0.9","232,000","237,500","229,500","56,104","13,160,679,500","2,863,093,513,000","0.15","12,209,354"
,000105,유한양행우,"194,500","1,000","0.5","193,500","195,000","189,000","26","4,998,500","45,938,566,000","0.00","236,188"
,000120,CJ대한통운,"136,500","500","0.4","136,000","138,000","134,000","25,714","3,512,453,000","3,113,884,956,000","0.16","22,812,344"
,000140,하이트진로홀딩스,"9,940","40","0.4","9,890","10,050","9,890","12,651","126,173,680","230,675,244,100","0.01","23,206,765"
,000145,하이트진로홀딩스우,"9,040","-10","-0.1","9,030","9,070","8,880","957","8,509,170","4,256,122,400","0.00","470,810"
,000150,두산,"102,500","0","0.0","102,000","103,000","100,500","23,219","2,370,094,500","1,967,795,307,500","0.10","19,198,003"
,000155,두산우,"71,500","100","0.1","71,500","71,500","70,900","1,019","72,533,700","315,391,791,000","0.02","4,411,074"
,000157,두산2우B,"70,800","100","0.1","70,700","71,000","70,100","68","4,809,100","69,786,498,000","0.00","985,685"
,000180,성창기업지주,"2,790","0","0.0","2,805","2,830","2,760","108,638","302,859,010","194,606,964,000","0.01","69,751,600"
,000210,대림산업,"74,500","400","0.5","73,800","75,200","73,300","137,572","10,221,591,300","2,592,600,000,000","0.14","34,800,000"
,000215,대림산업우,"30,050","400","1.4","29,650","30,400","29,350","19,354","579,569,200","114,190,000,000","0.01","3,800,000"
,000220,유유제약,"18,100","-250","-1.4","18,350","18,850","18,000","467,504","8,595,081,250","115,271,424,700","0.01","6,368,587"
,000225,유유제약1우,"8,330","-40","-0.5","8,220","8,400","8,220","9,636","80,027,580","9,441,763,450","0.00","1,133,465"
,000227,유유제약2우B,"19,800","0","0.0","19,950","19,950","19,700","333","6,601,050","3,248,784,000","0.00","164,080"
,000230,일동홀딩스,"14,700","0","0.0","14,550","14,800","14,450","11,249","164,406,000","154,207,351,200","0.01","10,490,296"
,000240,한국타이어월드와이드,"18,450","-200","-1.1","18,500","18,500","18,250","74,633","1,369,152,200","1,716,222,191,850","0.09","93,020,173"
