,종목코드,종목명,현재가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,시가총액비중(%),상장주식수
,000020,동화약품,"9,910","160","1.6","9,750","9,980","9,750","116,604","1,154,490,590","276,800,867,700","0.01","27,931,470"
,000030,우리은행,"15,750","100","0.6","15,750","15,850","15,650","1,125,553","17,734,750,506","10,647,000,000,000","0.55","676,000,000"
,000040,KR모터스,"325","0","0.0","0","0","0","0","0","61,186,294,000","0.00","188,265,520"
,000050,경방,"13,550","-200","-1.4","13,800","13,850","13,500","31,939","435,925,500","371,476,908,500","0.02","27,415,270"
,000060,메리츠화재,"23,250","550","2.4","22,700","23,300","22,700","111,782","2,588,592,350","2,565,358,500,000","0.13","110,338,000"
,000070,삼양홀딩스,"129,500","7,500","6.2","122,500","130,500","122,000","31,290","3,974,956,500","1,109,073,094,500","0.06","8,564,271"
,000075,삼양홀딩스우,"56,600","800","1.4","56,000","57,100","55,800","1,901","107,352,300","17,209,682,800","0.00","304,058"
,000080,하이트진로,"24,400","-150","-0.6","24,700","24,800","24,200","224,635","5,468,327,250","1,711,260,108,400","0.09","70,133,611"
,000087,하이트진로2우B,"18,300","100","0.6","18,250","18,300","18,100","358","6,517,500","20,681,525,400","0.00","1,130,138"
,000100,유한양행,"217,500","5,000","2.4","215,000","217,500","213,000","28,933","6,225,272,500","2,537,332,380,000","0.13","11,665,896"
,000105,유한양행우,"186,500","-3,500","-1.8","199,000","199,000","183,500","51","9,631,000","44,049,062,000","0.00","236,188"
,000120,CJ대한통운,"141,500","-3,500","-2.4","145,500","145,500","141,000","44,078","6,301,931,000","3,227,946,676,000","0.17","22,812,344"
,000140,하이트진로홀딩스,"10,050","80","0.8","10,100","10,100","9,990","4,989","49,955,870","233,227,988,250","0.01","23,206,765"
,000145,하이트진로홀딩스우,"9,680","80","0.8","9,750","9,750","9,510","929","8,850,210","4,557,440,800","0.00","470,810"
,000150,두산,"117,500","-1,500","-1.3","118,500","120,000","116,500","38,898","4,602,255,500","2,255,765,352,500","0.12","19,198,003"
,000155,두산우,"72,300","500","0.7","72,900","72,900","71,600","3,031","218,240,200","318,920,650,200","0.02","4,411,074"
,000157,두산2우B,"71,700","-100","-0.1","71,800","71,800","71,600","43","3,082,500","70,673,614,500","0.00","985,685"
,000180,성창기업지주,"2,645","-10","-0.4","2,665","2,670","2,625","99,337","261,706,260","184,492,982,000","0.01","69,751,600"
,000210,대림산업,"84,200","-500","-0.6","85,200","85,500","83,500","145,511","12,258,626,800","2,930,160,000,000","0.15","34,800,000"
,000215,대림산업우,"34,300","0","0.0","34,300","34,650","34,000","9,667","331,371,400","130,340,000,000","0.01","3,800,000"
,000220,유유제약,"12,000","50","0.4","12,100","12,150","11,900","65,259","781,211,300","76,423,044,000","0.00","6,368,587"
,000225,유유제약1우,"6,630","30","0.4","6,600","6,670","6,540","13,668","90,206,420","7,514,872,950","0.00","1,133,465"
,000227,유유제약2우B,"18,700","250","1.4","18,450","18,700","18,350","2,072","38,474,050","3,068,296,000","0.00","164,080"
,000230,일동홀딩스,"15,050","0","0.0","15,050","15,150","14,900","10,473","156,870,250","157,878,954,800","0.01","10,490,296"
,000240,한국타이어월드와이드,"18,500","-50","-0.3","18,650","18,650","18,400","44,795","830,936,300","1,720,873,200,500","0.09","93,020,173"
,000250,삼천당제약,"20,300","1,700","9.1","18,900","20,300","18,700","926,624","18,158,549,150","448,748,003,900","0.02","22,105,813"
,000270,기아차,"31,950","400","1.3","31,550","32,050","31,400","802,986","25,510,330,850","12,951,358,936,650","0.67","405,363,347"
,000300,대유플러스,"718","-9","-1.2","723","730","707","280,348","201,527,320","63,270,537,668","0.00","88,120,526"
,000320,노루홀딩스,"16,000","50","0.3","16,100","16,100","15,800","8,463","134,921,200","212,658,416,000","0.01","13,291,151"
,000325,노루홀딩스우,"20,050","50","0.2","20,000","20,300","20,000","101","2,021,000","3,714,262,500","0.00","185,250"
,000370,한화손해보험,"8,080","150","1.9","7,920","8,080","7,880","223,753","1,786,078,020","943,250,433,200","0.05","116,738,915"
,000390,삼화페인트,"7,300","-30","-0.4","7,320","7,320","7,200","29,157","211,965,660","191,233,917,100","0.01","26,196,427"
,000400,롯데손해보험,"2,900","10","0.4","2,875","2,915","2,860","321,038","926,941,245","389,412,000,000","0.02","134,280,000"
,000430,대원강업,"3,640","5","0.1","3,685","3,685","3,615","12,399","45,074,640","225,680,000,000","0.01","62,000,000"
,000440,중앙에너비스,"28,450","0","0.0","28,450","28,450","28,350","67","1,903,150","35,432,369,700","0.00","1,245,426"
,000480,조선내화,"85,600","0","0.0","85,700","85,700","85,200","462","39,448,500","342,400,000,000","0.02","4,000,000"
,000490,대동공업,"10,850","250","2.4","10,750","11,100","10,450","261,206","2,811,075,450","257,451,078,500","0.01","23,728,210"
,000500,가온전선,"21,950","50","0.2","22,350","22,350","21,600","4,028","87,573,900","91,319,616,650","0.00","4,160,347"
,000520,삼일제약,"8,690","130","1.5","8,580","8,770","8,580","12,882","111,603,030","47,795,000,000","0.00","5,500,000"
,000540,흥국화재,"5,360","170","3.3","5,170","5,360","5,150","61,778","325,618,240","344,340,577,200","0.02","64,242,645"
,000545,흥국화재우,"5,080","80","1.6","4,940","5,110","4,940","3,669","18,447,380","3,901,440,000","0.00","768,000"
,000547,흥국화재2우B,"22,450","200","0.9","22,050","22,600","22,050","3,277","73,324,550","3,448,320,000","0.00","153,600"
,000590,CS홀딩스,"80,100","-900","-1.1","80,900","80,900","79,300","450","36,084,300","92,474,008,200","0.00","1,154,482"
,000640,동아쏘시오홀딩스,"131,000","4,000","3.2","128,000","131,500","126,000","18,999","2,456,334,000","804,107,868,000","0.04","6,138,228"
,000650,천일고속,"91,000","100","0.1","90,900","91,300","90,600","619","56,243,000","130,059,020,000","0.01","1,429,220"
,000660,SK하이닉스,"79,300","2,200","2.8","78,400","79,400","78,300","3,395,065","268,302,301,700","57,730,587,544,500","3.00","728,002,365"
,000670,영풍,"1,083,000","3,000","0.3","1,079,000","1,090,000","1,074,000","1,077","1,164,037,000","1,994,929,320,000","0.10","1,842,040"
,000680,LS네트웍스,"3,015","-5","-0.2","3,030","3,030","2,980","19,066","57,434,310","237,591,093,240","0.01","78,803,016"
,000700,유수홀딩스,"6,420","80","1.3","6,370","6,440","6,260","16,972","107,835,520","167,188,433,040","0.01","26,041,812"
,000720,현대건설,"38,050","100","0.3","38,200","38,600","37,300","655,891","24,885,694,000","4,237,086,858,250","0.22","111,355,765"
,000725,현대건설우,"48,100","-350","-0.7","49,000","49,000","47,900","518","24,900,650","4,754,973,600","0.00","98,856"
,000760,이화산업,"17,800","-150","-0.8","18,000","18,000","17,650","465","8,263,600","49,840,000,000","0.00","2,800,000"
,000810,삼성화재,"260,500","-2,000","-0.8","261,500","264,500","259,500","88,782","23,147,346,500","12,341,145,038,500","0.64","47,374,837"
,000815,삼성화재우,"174,000","0","0.0","173,500","174,500","173,000","1,932","335,007,500","555,408,000,000","0.03","3,192,000"
,000850,화천기공,"54,400","100","0.2","53,300","54,500","53,300","598","32,461,700","119,680,000,000","0.01","2,200,000"
,000860,강남제비스코,"36,450","500","1.4","36,550","36,550","35,700","8,306","298,692,150","236,925,000,000","0.01","6,500,000"
,000880,한화,"46,400","2,800","6.4","45,000","47,000","44,800","1,016,729","46,929,379,800","3,478,085,304,000","0.18","74,958,735"
,000885,한화우,"22,800","1,000","4.6","21,800","23,300","21,800","8,070","183,773,000","10,927,903,200","0.00","479,294"
,00088K,한화3우B,"18,950","650","3.6","18,500","19,200","18,450","277,636","5,256,368,650","425,844,400,000","0.02","22,472,000"
,000890,보해양조,"1,010","0","0.0","1,010","1,020","999","386,213","388,104,522","97,536,251,460","0.01","96,570,546"
,000910,유니온,"4,060","40","1.0","3,990","4,140","3,990","83,139","338,232,875","63,383,173,140","0.00","15,611,619"
,000950,전방,"19,250","-500","-2.5","19,700","19,700","19,150","1,799","34,611,650","32,340,000,000","0.00","1,680,000"
,000970,한국주철관,"9,710","420","4.5","9,280","9,960","9,210","71,105","681,844,180","221,392,855,000","0.01","22,800,500"
,000990,DB하이텍,"11,950","-350","-2.8","12,300","12,350","11,900","455,726","5,500,081,450","530,195,592,400","0.03","44,367,832"
,000995,DB하이텍1우,"33,300","-50","-0.2","33,600","33,650","32,650","322","10,616,300","3,740,122,800","0.00","112,316"
