,종목코드,종목명,현재가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,시가총액비중(%),상장주식수
,000020,동화약품,"12,050","1,400","13.2","10,750","13,050","10,650","4,543,722","55,146,960,200","336,574,213,500","0.02","27,931,470"
,000030,우리은행,"16,700","-150","-0.9","16,700","16,800","16,500","780,723","13,015,769,700","11,289,200,000,000","0.60","676,000,000"
,000040,KR모터스,"557","0","0.0","560","564","555","192,636","107,634,619","66,706,134,519","0.00","119,759,667"
,000050,경방,"14,650","-900","-5.8","15,550","15,550","14,650","48,461","726,342,100","401,633,705,500","0.02","27,415,270"
,000060,메리츠화재,"23,500","-50","-0.2","23,600","23,600","23,250","54,151","1,269,048,750","2,592,943,000,000","0.14","110,338,000"
,000070,삼양홀딩스,"110,500","-4,000","-3.5","114,500","115,500","110,500","17,556","1,972,276,000","946,351,945,500","0.05","8,564,271"
,000075,삼양홀딩스우,"56,300","-700","-1.2","56,500","56,600","55,900","847","47,458,900","17,118,465,400","0.00","304,058"
,000080,하이트진로,"21,700","-250","-1.1","21,850","22,000","21,650","81,226","1,769,160,650","1,521,899,358,700","0.08","70,133,611"
,000087,하이트진로2우B,"17,400","50","0.3","17,400","17,400","17,300","377","6,538,550","19,664,401,200","0.00","1,130,138"
,000100,유한양행,"217,500","-2,000","-0.9","218,000","220,000","216,000","19,367","4,232,337,000","2,655,534,495,000","0.14","12,209,354"
,000105,유한양행우,"188,000","-4,500","-2.3","191,000","191,000","188,000","60","11,390,000","44,403,344,000","0.00","236,188"
,000120,CJ대한통운,"130,000","-1,000","-0.8","130,500","131,500","129,500","37,934","4,931,391,000","2,965,604,720,000","0.16","22,812,344"
,000140,하이트진로홀딩스,"9,610","40","0.4","9,580","9,630","9,550","18,705","179,481,630","223,017,011,650","0.01","23,206,765"
,000145,하이트진로홀딩스우,"9,410","-10","-0.1","9,400","9,490","9,210","695","6,488,930","4,430,322,100","0.00","470,810"
,000150,두산,"106,500","500","0.5","105,500","108,500","105,000","50,977","5,451,346,500","2,044,587,319,500","0.11","19,198,003"
,000155,두산우,"72,300","300","0.4","72,000","72,400","71,600","1,898","136,710,900","318,920,650,200","0.02","4,411,074"
,000157,두산2우B,"71,900","-100","-0.1","71,500","71,900","71,500","38","2,722,300","70,870,751,500","0.00","985,685"
,000180,성창기업지주,"2,820","20","0.7","2,890","2,890","2,815","171,096","487,632,280","196,699,512,000","0.01","69,751,600"
,000210,대림산업,"74,700","-800","-1.1","75,600","75,800","74,400","101,153","7,587,701,900","2,599,560,000,000","0.14","34,800,000"
,000215,대림산업우,"29,800","-100","-0.3","29,900","30,200","29,750","2,734","81,498,150","113,240,000,000","0.01","3,800,000"
,000220,유유제약,"14,150","300","2.2","14,000","14,650","13,950","290,977","4,153,430,950","90,115,506,050","0.00","6,368,587"
,000225,유유제약1우,"7,340","120","1.7","7,230","7,450","7,210","12,055","88,024,290","8,319,633,100","0.00","1,133,465"
,000227,유유제약2우B,"19,250","300","1.6","18,950","19,450","18,650","2,898","55,304,600","3,158,540,000","0.00","164,080"
,000230,일동홀딩스,"15,300","100","0.7","15,400","15,550","15,250","9,098","139,611,900","160,501,528,800","0.01","10,490,296"
,000240,한국타이어월드와이드,"19,500","-200","-1.0","19,500","19,600","19,250","45,771","890,393,700","1,813,893,373,500","0.10","93,020,173"
,000250,삼천당제약,"37,500","-8,000","-17.6","46,950","48,750","32,400","6,665,949","255,749,447,350","828,967,987,500","0.04","22,105,813"
,000270,기아차,"32,800","-300","-0.9","33,050","33,250","32,650","727,987","23,940,281,350","13,295,917,781,600","0.70","405,363,347"
,000300,대유플러스,"782","-18","-2.2","800","809","770","785,910","617,153,470","68,910,251,332","0.00","88,120,526"
,000320,노루홀딩스,"15,550","-300","-1.9","15,850","15,900","15,400","9,548","149,489,350","206,677,398,050","0.01","13,291,151"
,000325,노루홀딩스우,"20,600","200","1.0","20,600","20,750","20,200","157","3,205,100","3,816,150,000","0.00","185,250"
,000370,한화손해보험,"8,400","-80","-0.9","8,440","8,520","8,320","184,176","1,553,593,170","980,606,886,000","0.05","116,738,915"
,000390,삼화페인트,"7,580","-50","-0.7","7,660","7,700","7,550","16,604","126,468,580","200,405,732,580","0.01","26,438,751"
,000400,롯데손해보험,"3,390","-75","-2.2","3,465","3,465","3,380","239,322","815,653,450","455,209,200,000","0.02","134,280,000"
,000430,대원강업,"4,655","-30","-0.6","4,685","4,685","4,615","56,246","260,910,630","288,610,000,000","0.02","62,000,000"
,000440,중앙에너비스,"28,650","-1,000","-3.4","29,500","29,500","28,650","1,202","34,743,150","35,681,454,900","0.00","1,245,426"
,000480,조선내화,"85,000","-700","-0.8","85,500","85,700","85,000","183","15,612,200","340,000,000,000","0.02","4,000,000"
,000490,대동공업,"8,870","80","0.9","8,970","8,970","8,650","22,033","192,966,510","210,469,222,700","0.01","23,728,210"
,000500,가온전선,"23,250","150","0.6","23,100","23,250","23,000","2,818","65,239,150","96,728,067,750","0.01","4,160,347"
